cached_date,state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Wheat,Lokwan,FAQ,23/05/2026,2155,2510,2300
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,23/05/2026,5500,7250,6750
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23/05/2026,5000,5880,5450
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Onion,Onion,FAQ,23/05/2026,200,1330,555
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),FAQ,23/05/2026,5000,7330,6500
2026-05-23,Gujarat,Morbi,Vankaner APMC,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,23/05/2026,9500,11875,11150
2026-05-23,Gujarat,Morbi,Vankaner APMC,Corriander seed,Other,FAQ,23/05/2026,10000,12000,11250
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Lemon,Other,FAQ,23/05/2026,5500,7000,6250
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Onion,Other,FAQ,23/05/2026,1400,2000,1700
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Cabbage,Other,FAQ,23/05/2026,1000,1250,1125
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Cauliflower,Other,FAQ,23/05/2026,1500,2500,2000
2026-05-23,Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Castor Seed,Other,FAQ,23/05/2026,6200,6350,6275
2026-05-23,Gujarat,Mehsana,Visnagar APMC,Cotton,Other,Local,23/05/2026,6025,10410,8217
2026-05-23,Gujarat,Dahod,Dahod APMC,Bengal Gram(Gram)(Whole),Desi (Whole),Local,23/05/2026,5600,5650,5620
2026-05-23,Gujarat,Dahod,Dahod APMC,Green Gram(Moong)(Whole),Green (Whole),Local,23/05/2026,7500,8500,8175
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Onion,Onion,FAQ,23/05/2026,305,1600,1025
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Potato,Potato,FAQ,23/05/2026,535,1365,950
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Bhindi(Ladies Finger),Bhindi,FAQ,23/05/2026,1310,2165,1735
2026-05-23,Gujarat,Surat,Bardoli(Madhi) APMC,Paddy(Common),Other,Local,23/05/2026,2100,2275,2250
2026-05-23,Gujarat,Ahmedabad,Viramgam APMC,Wheat,Other,Local,23/05/2026,2300,2395,2345
2026-05-23,Gujarat,Amreli,Amreli APMC,Wheat,Lokwan,FAQ,23/05/2026,2050,2375,2300
2026-05-23,Gujarat,Amreli,Amreli APMC,Black Gram(Urd Beans)(Whole),Other,FAQ,23/05/2026,6400,7675,7625
2026-05-23,Gujarat,Amreli,Amreli APMC,Red gram/Arhar/Tur(whole),Other,FAQ,23/05/2026,5000,7775,7150
2026-05-23,Gujarat,Amreli,Amreli APMC,Ground Nut Seed,Ground Nut Seed,FAQ,23/05/2026,9225,10400,10400
2026-05-23,Gujarat,Amreli,Amreli APMC,Groundnut,Other,FAQ,23/05/2026,5850,7850,7600
2026-05-23,Gujarat,Amreli,Amreli APMC,Mustard,Rai UP,FAQ,23/05/2026,5000,7225,6750
2026-05-23,Gujarat,Sabarkantha,Modasa APMC,Castor Seed,Castor seed,Local,23/05/2026,6100,6400,6400
2026-05-23,Gujarat,Amreli,Bagasara APMC,Soyabean,Yellow,Local,23/05/2026,6750,6800,6775
2026-05-24,Gujarat,Chhota Udaipur,Kalediya APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7700,8550,8125
2026-05-24,Gujarat,Amreli,Damnagar APMC,Bottle gourd,Bottle Gourd,Local,24/05/2026,4000,4000,4000
2026-05-24,Gujarat,Amreli,Damnagar APMC,Ginger(Green),Green Ginger,Local,24/05/2026,8500,8500,8500
2026-05-24,Gujarat,Amreli,Damnagar APMC,Brinjal,Other,Local,24/05/2026,4000,4000,4000
2026-05-24,Gujarat,Amreli,Damnagar APMC,Cauliflower,Cauliflower,Local,24/05/2026,3500,3500,3500
2026-05-24,Gujarat,Amreli,Damnagar APMC,Tomato,Local,Local,24/05/2026,5000,5000,5000
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Lemon,Other,Local,24/05/2026,900,10000,5450
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Green Chilli,Green Chilly,Local,24/05/2026,900,6000,3450
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cucumbar(Kheera),Cucumbar,Local,24/05/2026,400,2000,1200
2026-05-24,Gujarat,Chhota Udaipur,Modasar APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7750,8550,8150
2026-05-24,Gujarat,Amreli,Damnagar APMC,Bhindi(Ladies Finger),Bhindi,Local,24/05/2026,3500,3500,3500
2026-05-24,Gujarat,Amreli,Damnagar APMC,Green Chilli,Green Chilly,Local,24/05/2026,5500,5500,5500
2026-05-24,Gujarat,Amreli,Damnagar APMC,Lemon,Lemon,Local,24/05/2026,9000,9000,9000
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Bhindi(Ladies Finger),Bhindi,Local,24/05/2026,500,3000,1750
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Guar,Gwar,Local,24/05/2026,1000,4000,2500
2026-05-24,Gujarat,Amreli,Damnagar APMC,Cabbage,Cabbage,Local,24/05/2026,3000,3000,3000
2026-05-24,Gujarat,Amreli,Damnagar APMC,Guar,Gwar,Local,24/05/2026,3000,3000,3000
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Carrot,Carrot,Local,24/05/2026,900,3000,1950
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Bitter gourd,Bitter Gourd,Local,24/05/2026,900,3000,1950
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Brinjal,Brinjal,Local,24/05/2026,100,1200,650
2026-05-24,Gujarat,Chhota Udaipur,Bodeliu APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7700,8550,8125
2026-05-24,Gujarat,Chhota Udaipur,Bodeliu APMC,Groundnut,G20,FAQ,24/05/2026,6650,7190,6850
2026-05-24,Gujarat,Narmada,Rajpipla APMC,Banana,Other,Medium,24/05/2026,1950,2125,2025
2026-05-24,Gujarat,Chhota Udaipur,Hadad     APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7700,8500,8100
2026-05-24,Gujarat,Amreli,Damnagar APMC,Coriander(Leaves),Coriander,Local,24/05/2026,5000,5000,5000
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Potato,Potato,Local,24/05/2026,850,1250,1050
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Tomato,Tomato,Local,24/05/2026,1000,3000,2000
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cabbage,Cabbage,Local,24/05/2026,200,1000,600
2026-05-24,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cauliflower,Cauliflower,Local,24/05/2026,100,1500,800
2026-05-25,Gujarat,Amreli,Damnagar APMC,Ginger(Green),Green Ginger,Local,24/05/2026,8500,8500,8500
2026-05-25,Gujarat,Amreli,Damnagar APMC,Green Chilli,Green Chilly,Local,24/05/2026,5500,5500,5500
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Guar,Gwar,Local,24/05/2026,1000,4000,2500
2026-05-25,Gujarat,Gir Somnath,Talalagir APMC,Brinjal,Brinjal,FAQ,24/05/2026,3000,3300,3200
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Bhindi(Ladies Finger),Other,Local,24/05/2026,1500,2000,1700
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Tomato,Other,Local,24/05/2026,1200,2000,1500
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Capsicum,Other,Local,24/05/2026,1500,2000,1700
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Onion,Other,Local,24/05/2026,800,1400,1000
2026-05-25,Gujarat,Amreli,Damnagar APMC,Coriander(Leaves),Coriander,Local,24/05/2026,5000,5000,5000
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Lemon,Other,Local,24/05/2026,900,10000,5450
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Potato,Potato,Local,24/05/2026,850,1250,1050
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Bottle gourd,Other,Local,24/05/2026,800,1400,1000
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Brinjal,Other,Local,24/05/2026,1000,1500,1200
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Cabbage,Other,Local,24/05/2026,800,1000,900
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Mango,Totapuri,Local,24/05/2026,1500,2500,2000
2026-05-25,Gujarat,Surat,Mandvi APMC,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,24/05/2026,6500,11445,8972
2026-05-25,Gujarat,Surat,Mandvi APMC,Paddy(Common),Other,Non-FAQ,24/05/2026,1650,2210,1930
2026-05-25,Gujarat,Chhota Udaipur,Hadad     APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7700,8500,8100
2026-05-25,Gujarat,Amreli,Damnagar APMC,Cauliflower,Cauliflower,Local,24/05/2026,3500,3500,3500
2026-05-25,Gujarat,Amreli,Damnagar APMC,Tomato,Local,Local,24/05/2026,5000,5000,5000
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Green Chilli,Green Chilly,Local,24/05/2026,900,6000,3450
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cabbage,Cabbage,Local,24/05/2026,200,1000,600
2026-05-25,Gujarat,Gir Somnath,Talalagir APMC,Green Chilli,Green Chilly,FAQ,24/05/2026,3500,3758,3600
2026-05-25,Gujarat,Gir Somnath,Talalagir APMC,Bhindi(Ladies Finger),Bhindi,FAQ,24/05/2026,1800,2050,1900
2026-05-25,Gujarat,Gir Somnath,Talalagir APMC,Cabbage,Cabbage,FAQ,24/05/2026,550,750,650
2026-05-25,Gujarat,Gir Somnath,Talalagir APMC,Tomato,Hybrid,FAQ,24/05/2026,480,700,560
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Green Chilli,Other,Local,24/05/2026,1500,2500,2000
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Cauliflower,Other,Local,24/05/2026,1500,2000,1700
2026-05-25,Gujarat,Surat,Mandvi APMC,"Sesamum(Sesame,Gingelly,Til)",Black,Non-FAQ,24/05/2026,10000,16675,13337
2026-05-25,Gujarat,Narmada,Rajpipla APMC,Banana,Other,Medium,24/05/2026,1950,2125,2025
2026-05-25,Gujarat,Chhota Udaipur,Kalediya APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7700,8550,8125
2026-05-25,Gujarat,Chhota Udaipur,Modasar APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7750,8550,8150
2026-05-25,Gujarat,Amreli,Damnagar APMC,Bottle gourd,Bottle Gourd,Local,24/05/2026,4000,4000,4000
2026-05-25,Gujarat,Amreli,Damnagar APMC,Cabbage,Cabbage,Local,24/05/2026,3000,3000,3000
2026-05-25,Gujarat,Amreli,Damnagar APMC,Brinjal,Other,Local,24/05/2026,4000,4000,4000
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Tomato,Tomato,Local,24/05/2026,1000,3000,2000
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cauliflower,Cauliflower,Local,24/05/2026,100,1500,800
2026-05-25,Gujarat,Chhota Udaipur,Bodeliu APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,24/05/2026,7700,8550,8125
2026-05-25,Gujarat,Gir Somnath,Talalagir APMC,Mango,Keshar,Grade A,24/05/2026,3000,9300,5500
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Banana - Green,Banana - Green,Local,24/05/2026,500,750,600
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Karbuja(Musk Melon),Other,Local,24/05/2026,1000,1400,1200
2026-05-25,Gujarat,Amreli,Damnagar APMC,Bhindi(Ladies Finger),Bhindi,Local,24/05/2026,3500,3500,3500
2026-05-25,Gujarat,Amreli,Damnagar APMC,Lemon,Lemon,Local,24/05/2026,9000,9000,9000
2026-05-25,Gujarat,Amreli,Damnagar APMC,Guar,Gwar,Local,24/05/2026,3000,3000,3000
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Carrot,Carrot,Local,24/05/2026,900,3000,1950
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Bhindi(Ladies Finger),Bhindi,Local,24/05/2026,500,3000,1750
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Bitter gourd,Bitter Gourd,Local,24/05/2026,900,3000,1950
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Brinjal,Brinjal,Local,24/05/2026,100,1200,650
2026-05-25,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cucumbar(Kheera),Cucumbar,Local,24/05/2026,400,2000,1200
2026-05-25,Gujarat,Chhota Udaipur,Bodeliu APMC,Groundnut,G20,FAQ,24/05/2026,6650,7190,6850
2026-05-25,Gujarat,Valsad,Valsad APMC,Mango,Keshar,Local,24/05/2026,5500,7000,6000
2026-05-25,Gujarat,Valsad,Valsad APMC,Mango,Hapus(Alphaso),Local,24/05/2026,5500,6000,5700
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Papaya,Other,Local,24/05/2026,700,900,800
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Water Melon,Other,Local,24/05/2026,800,1000,900
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Mango,Badami,Local,24/05/2026,2000,4000,3000
2026-05-25,Gujarat,Bharuch,Bharuch APMC,Potato,Other,Local,24/05/2026,1000,1500,1200
2026-05-25,Gujarat,Surat,Mandvi APMC,Green Gram(Moong)(Whole),Other,Non-FAQ,24/05/2026,7000,8000,7500
